"86791","SPAN 305","01","Conversation and Grammar","","","Y","SI","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","114","Delgado-Poust A",""
"86792","SPAN 305","02","Conversation and Grammar","","","Y","SI","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","114","Delgado-Poust A",""
"86793","SPAN 306","01","Composition and Grammar","","","Y","WI","","3","8:00 am-9:15 am","TR","Fredericksburg","CMBS","211","Chichester A",""
"87303","SPAN 306","02","Composition and Grammar","","","Y","WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","214","Fajardo-Cardenas M",""
"82904","SPAN 312","01","Intro to Lit Studies in Span","","","Y","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","213","Lewis E",""
"80558","SPAN 314","01","Sounds of Spanish:Theory & Pra","","","Y","SI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","002","Martinez Mira M",""
"87876","SPAN 323","01","Intro to Spanish Literature","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","112","Orozco Watrel M",""
"87877","SPAN 345","01","Ideas on Nature in Lat Amer Lt","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","003","Larochelle J",""
"83879","SPAN 414","01","Spanish for Translation","","","Y","WI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","CMBS","114","Martinez Mira M",""
"87305","SPAN 415","01","Advanced Conversation","","","Y","SI","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","213","Fajardo-Cardenas M",""
"87878","SPAN 485M","01","Human Rights Latin Amer Lit","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","211","Chichester A",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86668","STAT 180","01","Introduction to Statistics","","","","CE","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","119","Hydorn D",""
"86669","STAT 180","02","Introduction to Statistics","","","","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","119","Esunge J",""
"86670","STAT 180","03","Introduction to Statistics","","","","HN","","3","12:30 pm-1:45 pm","TR","Fredericksburg","TRIN","119","Esunge J",""
"86672","STAT 180","04","Introduction to Statistics","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","210","Perkins K",""
"86673","STAT 180","05","Introduction to Statistics","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","210","Perkins K",""
"86674","STAT 180","06","Introduction to Statistics","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","140","Fell P",""
"86675","STAT 180","07","Introduction to Statistics","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","TRIN","140","Fell P",""
"86676","STAT 180","08","Introduction to Statistics","","","","","","3","6:00 pm-7:15 pm","TR","Fredericksburg","TRIN","140","Nickens P",""
"86677","STAT 180","09","Introduction to Statistics","","","","","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","140","Mangum W",""
"87719","STAT 180","10","Introduction to Statistics","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","TRIN","210","Crigler J",""
"87718","STAT 381","01","Probability & Statistical Inf","","","Y","WI","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","119","Hydorn D",""
"80848","THEA 111","01","Intro to Theatre","","","","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","DUPN","215","Housley H",""
"80849","THEA 111","02","Intro to Theatre","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","DUPN","215","Brewer C",""
"83833","THEA 111","03","Intro to Theatre","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","DUPN","215","Stull MStaff A",""
"82404","THEA 112","01","Introduction to Acting","","","","","","3","9:00 am-10:15 am","MW","Fredericksburg","DUPN","313","Brewer C",""
"82849","THEA 131","01","Technical Production","","","","","","4","2:00 pm-2:50 pm","MWF","Fredericksburg","DUPN","209","Benson M",""
"85148","THEA 131","02","Technical Production","","","","","","4","2:00 pm-3:15 pm","TR","Fredericksburg","DUPN","209","Stull MStaff A",""
"80858","THEA 211A","01","Dramatic Literature","","","","HN,SI,WI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","DUPN","211","Tenner N",""
"80867","THEA 218","01","Voice & Body Movmt","","","","","","4","1:00 pm-3:45 pm","MW","Fredericksburg","DUPN","313","Housley H",""
"82850","THEA 242","01","Costume Construction","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","DUPN","129","McCluskey K",""
"87675","THEA 281","01","Princ of Arts Administration","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","DUPN","211","Stull MStaff A",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87679","THEA 310","01","Fashion History","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","DUPN","215","McCluskey K",""
"80872","THEA 321","01","Acting","","","","","","4","2:00 pm-4:45 pm","TR","Fredericksburg","DUPN","313","Brewer C",""
"82851","THEA 331","01","Playwriting","","","","WI","","3","6:00 pm-8:45 pm","R","Fredericksburg","DUPN","324","Spotswood S",""
"87674","THEA 335","01","Musical Theatre Performance","","","","","","3","6:00 pm-8:45 pm","M","Fredericksburg","DUPN","313","Stull MStaff A",""
"86339","THEA 361","01","Theatre History and Literature","","","","SI,WI","","3","11:00 am-12:15 pm","TR","Fredericksburg","DUPN","209","Tenner N",""
"80876","THEA 390","01","Theatre Practicum","","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Stull M",""
"87248","THEA 400","01","Professional Identity & Practi","","","","SI,WI","","1","9:30 am-10:45 am","TR","Fredericksburg","DUPN","324","Stull M",""
"87677","THEA 434","01","Scene Design","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","DUPN","321","Benson M",""
"87947","THEA 482","01","Senior Project","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Stull M",""
"87948","THEA 482","02","Senior Project","Y","","","","","3","TBA","TBA","Fredericksburg","TBA","TBA","Housley H",""
"87888","WGST 101","01","Intro to Women's Studies","","","","WI","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","MONR","210","Poska A",""
"87889","WGST 101","02","Intro to Women's Studies","","","","WI","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","MONR","210","Poska A",""
